id,nombre,categoria,precio_ars,stock,descripcion,marca,modelo,color,material,peso_gramos,dimensiones,garantia_meses,uso_recomendado,caracteristicas_extra
AUR0030,Auriculares HyperX S 9310,auriculares,96500,31,"auriculares HyperX con cable cancelacion de ruido, color plata. Ideal para oficina.",HyperX,S 9310,Plata,Plastico y cuero sintetico,84,5x37x25 cm,24,Hogar,"con cable, cancelacion de ruido"
SIL0030,Silla Gamemax S 6565,silla,493000,0,"silla Gamemax apoyabrazos 4D soporte lumbar, color rojo. Ideal para gaming.",Gamemax,S 6565,Rojo,Ecocuero y metal,7599,12x29x20 cm,12,Oficina,"apoyabrazos 4D, soporte lumbar"
WEB0030,Webcam Genius Plus 5811,webcam,217500,4,"webcam Genius para streaming autofoco, color plata. Ideal para hogar.",Genius,Plus 5811,Plata,Plastico,6076,20x20x17 cm,6,Profesional,"para streaming, autofoco"
MIC0030,Microfono HyperX Go 2522,microfono,112500,17,"microfono HyperX brazo para streaming, color azul. Ideal para estudio.",HyperX,Go 2522,Azul,Metal,7846,47x15x2 cm,6,Gaming,"brazo, para streaming"
PAR0030,Parlante Genius S 9703,parlante,241500,11,"parlante Genius estereo 2.0, color blanco. Ideal para profesional.",Genius,S 9703,Blanco,Madera y plastico,5717,24x37x19 cm,36,Estudio,"estereo, 2.0"
SSD0030,Ssd Western Digital Go 6843,ssd,325000,23,"ssd Western Digital SATA 2TB, color blanco. Ideal para profesional.",Western Digital,Go 6843,Blanco,Metal,6183,18x30x24 cm,24,Gaming,"SATA, 2TB"
RAM0030,Ram Corsair Gamer 125,ram,202500,27,"ram Corsair DDR5 6000MHz, color blanco. Ideal para streaming.",Corsair,Gamer 125,Blanco,PCB,2412,51x32x7 cm,12,Profesional,"DDR5, 6000MHz"
GPU0030,Placa de video Gigabyte Go 2300,placa de video,2458000,8,"placa de video Gigabyte RX 7600 RTX 4070, color rosa. Ideal para oficina.",Gigabyte,Go 2300,Rosa,Metal y plastico,1570,17x8x25 cm,12,Oficina,"RX 7600, RTX 4070"
FUE0030,Fuente Cooler Master S 7320,fuente,87000,0,"fuente Cooler Master modular 750W, color blanco. Ideal para gaming.",Cooler Master,S 7320,Blanco,Metal,2317,9x26x2 cm,12,Hogar,"modular, 750W"
GAB0030,Gabinete Gamemax Air 1751,gabinete,64000,38,"gabinete Gamemax ATX vidrio templado, color negro. Ideal para gaming.",Gamemax,Air 1751,Negro,Acero y vidrio,843,18x38x27 cm,6,Hogar,"ATX, vidrio templado"
CPU0030,Procesador AMD Gamer 7853,procesador,927500,22,"procesador AMD AM5 Ryzen 5, color rojo. Ideal para oficina.",AMD,Gamer 7853,Rojo,Silicio,7758,28x30x14 cm,6,Profesional,"AM5, Ryzen 5"
MBO0030,Motherboard MSI Ultra 150,motherboard,541500,0,"motherboard MSI Micro ATX ATX, color plata. Ideal para gaming.",MSI,Ultra 150,Plata,PCB,7168,38x22x24 cm,12,Profesional,"Micro ATX, ATX"
COO0030,Cooler Noctua One 7885,cooler,192500,0,"cooler Noctua liquida 240mm aire, color grafito. Ideal para profesional.",Noctua,One 7885,Grafito,Aluminio y cobre,7205,7x25x23 cm,36,Oficina,"liquida 240mm, aire"
NOT0030,Notebook Acer Gamer 6656,notebook,2697000,7,"notebook Acer pantalla 15.6 512GB SSD, color blanco. Ideal para profesional.",Acer,Gamer 6656,Blanco,Aluminio,5023,17x14x29 cm,6,Oficina,"pantalla 15.6, 512GB SSD"
TAB0030,Tablet Lenovo Ultra 5037,tablet,321500,31,"tablet Lenovo 11 pulgadas WiFi, color plata. Ideal para oficina.",Lenovo,Ultra 5037,Plata,Aluminio,2043,18x15x26 cm,6,Gaming,"11 pulgadas, WiFi"
PEN0030,Pendrive SanDisk Go 578,pendrive,58000,18,"pendrive SanDisk 128GB USB 3.2, color gris. Ideal para profesional.",SanDisk,Go 578,Gris,Metal,5505,35x12x23 cm,12,Estudio,"128GB, USB 3.2"
ROU0030,Router Tenda Go 8160,router,181000,0,"router Tenda AX1800 doble banda, color blanco. Ideal para profesional.",Tenda,Go 8160,Blanco,Plastico,3138,50x29x22 cm,36,Oficina,"AX1800, doble banda"
IMP0030,Impresora Epson Plus 1995,impresora,243500,22,"impresora Epson multifuncion color, color azul. Ideal para oficina.",Epson,Plus 1995,Azul,Plastico,6149,12x28x6 cm,24,Hogar,"multifuncion, color"
CAR0030,Cargador Genius Go 127,cargador,63500,25,"cargador Genius USB-C carga rapida, color azul. Ideal para profesional.",Genius,Go 127,Azul,Plastico,6368,28x13x18 cm,12,Gaming,"USB-C, carga rapida"
MOU0031,Mouse Redragon Pro 8919,mouse,86000,15,"mouse Redragon liviano inalambrico, color plata. Ideal para hogar.",Redragon,Pro 8919,Plata,Plastico ABS,1257,43x23x6 cm,6,Estudio,"liviano, inalambrico"
TEC0031,Teclado HyperX Plus 8330,teclado,343000,14,"teclado HyperX switches red compacto, color blanco. Ideal para streaming.",HyperX,Plus 8330,Blanco,Aluminio,7967,29x8x27 cm,24,Oficina,"switches red, compacto"
MON0031,Monitor ViewSonic Lite 3787,monitor,912500,26,"monitor ViewSonic Full HD 165Hz, color negro. Ideal para streaming.",ViewSonic,Lite 3787,Negro,Plastico y metal,7524,59x15x2 cm,36,Profesional,"Full HD, 165Hz"
AUR0031,Auriculares Sony Air 7856,auriculares,62500,34,"auriculares Sony surround 7.1 gamer, color rojo. Ideal para profesional.",Sony,Air 7856,Rojo,Plastico y cuero sintetico,5754,17x40x14 cm,6,Oficina,"surround 7.1, gamer"
SIL0031,Silla ProSeat One 986,silla,341500,37,"silla ProSeat apoyabrazos 4D ecocuero, color azul. Ideal para streaming.",ProSeat,One 986,Azul,Ecocuero y metal,4002,23x14x8 cm,12,Streaming,"apoyabrazos 4D, ecocuero"
WEB0031,Webcam Razer Go 249,webcam,61500,10,"webcam Razer para streaming USB, color rojo. Ideal para hogar.",Razer,Go 249,Rojo,Plastico,5616,58x15x3 cm,6,Profesional,"para streaming, USB"
MIC0031,Microfono FIFINE Max 959,microfono,262500,10,"microfono FIFINE brazo cardioide, color blanco. Ideal para hogar.",FIFINE,Max 959,Blanco,Metal,2057,7x12x9 cm,36,Hogar,"brazo, cardioide"
PAR0031,Parlante Edifier Go 9867,parlante,67000,30,"parlante Edifier subwoofer RGB, color gris. Ideal para streaming.",Edifier,Go 9867,Gris,Madera y plastico,3180,22x33x13 cm,6,Gaming,"subwoofer, RGB"
SSD0031,Ssd Samsung Ultra 2099,ssd,332500,37,"ssd Samsung 500GB NVMe, color plata. Ideal para hogar.",Samsung,Ultra 2099,Plata,Metal,2292,49x11x27 cm,12,Hogar,"500GB, NVMe"
RAM0031,Ram G.Skill Air 7205,ram,105500,5,"ram G.Skill 8GB DDR4, color azul. Ideal para estudio.",G.Skill,Air 7205,Azul,PCB,1564,30x6x14 cm,36,Gaming,"8GB, DDR4"
GPU0031,Placa de video ASUS Lite 2022,placa de video,3266000,0,"placa de video ASUS ray tracing 8GB GDDR6, color gris. Ideal para hogar.",ASUS,Lite 2022,Gris,Metal y plastico,6607,25x12x3 cm,12,Estudio,"ray tracing, 8GB GDDR6"
FUE0031,Fuente EVGA Air 2741,fuente,63500,6,"fuente EVGA 80 Plus Gold 850W, color blanco. Ideal para estudio.",EVGA,Air 2741,Blanco,Metal,2495,28x39x7 cm,36,Streaming,"80 Plus Gold, 850W"
GAB0031,Gabinete Cooler Master Lite 5025,gabinete,405500,35,"gabinete Cooler Master 3 coolers vidrio templado, color negro. Ideal para estudio.",Cooler Master,Lite 5025,Negro,Acero y vidrio,4067,49x25x18 cm,24,Estudio,"3 coolers, vidrio templado"
CPU0031,Procesador Intel Go 1722,procesador,544500,10,"procesador Intel Ryzen 7 Core i5, color negro. Ideal para oficina.",Intel,Go 1722,Negro,Silicio,7893,13x40x8 cm,24,Profesional,"Ryzen 7, Core i5"
MBO0031,Motherboard Gigabyte Go 7014,motherboard,393500,25,"motherboard Gigabyte WiFi X670, color blanco. Ideal para oficina.",Gigabyte,Go 7014,Blanco,PCB,3327,34x10x10 cm,36,Streaming,"WiFi, X670"
COO0031,Cooler Cooler Master Series 3438,cooler,212500,24,"cooler Cooler Master liquida 360mm liquida 240mm, color blanco. Ideal para streaming.",Cooler Master,Series 3438,Blanco,Aluminio y cobre,6771,37x15x15 cm,12,Profesional,"liquida 360mm, liquida 240mm"
NOT0031,Notebook Asus S 524,notebook,1222500,35,"notebook Asus Ryzen 7 16GB RAM, color rosa. Ideal para estudio.",Asus,S 524,Rosa,Aluminio,3382,9x26x22 cm,6,Profesional,"Ryzen 7, 16GB RAM"
TAB0031,Tablet Lenovo Plus 2497,tablet,302500,25,"tablet Lenovo 128GB 10 pulgadas, color rosa. Ideal para oficina.",Lenovo,Plus 2497,Rosa,Aluminio,3151,11x12x7 cm,24,Estudio,"128GB, 10 pulgadas"
PEN0031,Pendrive SanDisk Ultra 8766,pendrive,44000,18,"pendrive SanDisk metalico 128GB, color rojo. Ideal para gaming.",SanDisk,Ultra 8766,Rojo,Metal,1448,25x29x7 cm,24,Streaming,"metalico, 128GB"
ROU0031,Router Tenda Series 9138,router,98000,1,"router Tenda mesh doble banda, color grafito. Ideal para streaming.",Tenda,Series 9138,Grafito,Plastico,1323,47x13x6 cm,36,Estudio,"mesh, doble banda"
IMP0031,Impresora Brother Plus 966,impresora,630000,12,"impresora Brother wifi laser, color rojo. Ideal para profesional.",Brother,Plus 966,Rojo,Plastico,6591,34x37x11 cm,24,Hogar,"wifi, laser"
CAR0031,Cargador Genius Go 3848,cargador,34500,21,"cargador Genius USB-C 65W, color azul. Ideal para streaming.",Genius,Go 3848,Azul,Plastico,701,9x20x4 cm,12,Estudio,"USB-C, 65W"
MOU0032,Mouse Logitech Ultra 4783,mouse,185500,33,"mouse Logitech sensor optico 6 botones programables, color plata. Ideal para oficina.",Logitech,Ultra 4783,Plata,Plastico ABS,3979,36x37x23 cm,6,Hogar,"sensor optico, 6 botones programables"
TEC0032,Teclado Logitech One 3215,teclado,140000,34,"teclado Logitech layout español switches blue, color negro. Ideal para gaming.",Logitech,One 3215,Negro,Aluminio,5025,33x15x23 cm,12,Oficina,"layout español, switches blue"
MON0032,Monitor Samsung X 2284,monitor,669500,25,"monitor Samsung IPS 144Hz, color rojo. Ideal para gaming.",Samsung,X 2284,Rojo,Plastico y metal,2818,48x20x28 cm,6,Profesional,"IPS, 144Hz"
AUR0032,Auriculares HyperX Gamer 4909,auriculares,356000,37,"auriculares HyperX gamer inalambrico, color azul. Ideal para profesional.",HyperX,Gamer 4909,Azul,Plastico y cuero sintetico,7661,46x37x28 cm,6,Hogar,"gamer, inalambrico"
SIL0032,Silla Noblechairs Gamer 1042,silla,652500,22,"silla Noblechairs gamer malla, color rojo. Ideal para gaming.",Noblechairs,Gamer 1042,Rojo,Ecocuero y metal,92,27x16x14 cm,24,Gaming,"gamer, malla"
WEB0032,Webcam Logitech S 8161,webcam,170000,10,"webcam Logitech Full HD 1080p USB, color rosa. Ideal para hogar.",Logitech,S 8161,Rosa,Plastico,106,14x21x9 cm,36,Hogar,"Full HD 1080p, USB"
MIC0032,Microfono Razer Plus 6071,microfono,176500,7,"microfono Razer USB brazo, color grafito. Ideal para streaming.",Razer,Plus 6071,Grafito,Metal,6926,33x15x6 cm,24,Streaming,"USB, brazo"
PAR0032,Parlante Genius Pro 5985,parlante,169500,3,"parlante Genius bluetooth 2.0, color rosa. Ideal para hogar.",Genius,Pro 5985,Rosa,Madera y plastico,6144,26x7x7 cm,12,Hogar,"bluetooth, 2.0"
SSD0032,Ssd Western Digital Ultra 6999,ssd,382500,9,"ssd Western Digital 7000MB/s lectura 3500MB/s, color plata. Ideal para hogar.",Western Digital,Ultra 6999,Plata,Metal,4161,51x29x6 cm,6,Gaming,"7000MB/s, lectura 3500MB/s"
RAM0032,Ram Kingston Max 2648,ram,199500,0,"ram Kingston DDR4 6000MHz, color rojo. Ideal para profesional.",Kingston,Max 2648,Rojo,PCB,3569,43x5x15 cm,36,Profesional,"DDR4, 6000MHz"
GPU0032,Placa de video MSI Gamer 1453,placa de video,989500,33,"placa de video MSI RTX 4070 8GB GDDR6, color grafito. Ideal para profesional.",MSI,Gamer 1453,Grafito,Metal y plastico,6331,12x21x24 cm,12,Streaming,"RTX 4070, 8GB GDDR6"
FUE0032,Fuente Thermaltake Lite 7864,fuente,140000,13,"fuente Thermaltake modular 80 Plus Gold, color blanco. Ideal para estudio.",Thermaltake,Lite 7864,Blanco,Metal,5202,45x14x9 cm,6,Oficina,"modular, 80 Plus Gold"
GAB0032,Gabinete Gamemax Pro 4586,gabinete,69500,40,"gabinete Gamemax Micro ATX RGB, color rosa. Ideal para gaming.",Gamemax,Pro 4586,Rosa,Acero y vidrio,3165,31x38x11 cm,12,Oficina,"Micro ATX, RGB"
CPU0032,Procesador AMD S 7951,procesador,258500,20,"procesador AMD AM5 8 nucleos, color negro. Ideal para profesional.",AMD,S 7951,Negro,Silicio,2348,27x31x9 cm,24,Gaming,"AM5, 8 nucleos"
MBO0032,Motherboard Gigabyte Pro 108,motherboard,457500,14,"motherboard Gigabyte ATX Micro ATX, color negro. Ideal para profesional.",Gigabyte,Pro 108,Negro,PCB,7492,43x11x15 cm,12,Profesional,"ATX, Micro ATX"
COO0032,Cooler Noctua X 5576,cooler,200500,1,"cooler Noctua aire silencioso, color azul. Ideal para oficina.",Noctua,X 5576,Azul,Aluminio y cobre,2763,28x28x25 cm,24,Oficina,"aire, silencioso"
NOT0032,Notebook Dell Lite 9673,notebook,1247500,39,"notebook Dell Ryzen 7 Core i5, color grafito. Ideal para estudio.",Dell,Lite 9673,Grafito,Aluminio,7982,46x17x8 cm,36,Gaming,"Ryzen 7, Core i5"
TAB0032,Tablet Samsung Series 5718,tablet,759500,0,"tablet Samsung WiFi 11 pulgadas, color azul. Ideal para oficina.",Samsung,Series 5718,Azul,Aluminio,3475,40x21x30 cm,24,Profesional,"WiFi, 11 pulgadas"
PEN0032,Pendrive SanDisk Air 2023,pendrive,35500,34,"pendrive SanDisk 32GB USB 3.2, color grafito. Ideal para estudio.",SanDisk,Air 2023,Grafito,Metal,6528,6x15x21 cm,24,Streaming,"32GB, USB 3.2"
ROU0032,Router TP-Link Plus 844,router,160000,35,"router TP-Link doble banda mesh, color negro. Ideal para gaming.",TP-Link,Plus 844,Negro,Plastico,1405,33x37x14 cm,36,Hogar,"doble banda, mesh"
IMP0032,Impresora Brother Plus 3490,impresora,378500,38,"impresora Brother multifuncion wifi, color gris. Ideal para estudio.",Brother,Plus 3490,Gris,Plastico,3780,37x38x10 cm,24,Oficina,"multifuncion, wifi"
CAR0032,Cargador Baseus Go 4499,cargador,11000,35,"cargador Baseus carga rapida 2 puertos, color blanco. Ideal para gaming.",Baseus,Go 4499,Blanco,Plastico,5289,14x22x6 cm,24,Gaming,"carga rapida, 2 puertos"
MOU0033,Mouse Microsoft Lite 3540,mouse,174000,39,"mouse Microsoft sensor optico liviano, color blanco. Ideal para profesional.",Microsoft,Lite 3540,Blanco,Plastico ABS,731,50x40x10 cm,12,Hogar,"sensor optico, liviano"
TEC0033,Teclado Genius Plus 5418,teclado,127000,18,"teclado Genius mecanico switches blue, color negro. Ideal para gaming.",Genius,Plus 5418,Negro,Aluminio,4452,47x11x25 cm,36,Streaming,"mecanico, switches blue"
MON0033,Monitor AOC Air 9125,monitor,490000,18,"monitor AOC 165Hz 2K QHD, color rosa. Ideal para streaming.",AOC,Air 9125,Rosa,Plastico y metal,6666,59x30x6 cm,36,Oficina,"165Hz, 2K QHD"
AUR0033,Auriculares Redragon Go 7209,auriculares,74000,32,"auriculares Redragon cancelacion de ruido gamer, color rojo. Ideal para oficina.",Redragon,Go 7209,Rojo,Plastico y cuero sintetico,6731,60x16x8 cm,36,Streaming,"cancelacion de ruido, gamer"
SIL0033,Silla Cougar Air 4721,silla,356500,26,"silla Cougar reclinable ergonomica, color negro. Ideal para oficina.",Cougar,Air 4721,Negro,Ecocuero y metal,618,14x9x15 cm,12,Hogar,"reclinable, ergonomica"
WEB0033,Webcam Genius Ultra 8730,webcam,193000,7,"webcam Genius para streaming Full HD 1080p, color gris. Ideal para gaming.",Genius,Ultra 8730,Gris,Plastico,951,57x5x26 cm,6,Oficina,"para streaming, Full HD 1080p"
MIC0033,Microfono Blue Ultra 4485,microfono,42000,1,"microfono Blue filtro pop brazo, color gris. Ideal para gaming.",Blue,Ultra 4485,Gris,Metal,4493,52x26x29 cm,6,Oficina,"filtro pop, brazo"
PAR0033,Parlante JBL Gamer 9321,parlante,194000,31,"parlante JBL 2.0 2.1, color plata. Ideal para gaming.",JBL,Gamer 9321,Plata,Madera y plastico,4502,49x22x22 cm,6,Gaming,"2.0, 2.1"
SSD0033,Ssd Samsung Ultra 9023,ssd,242500,0,"ssd Samsung SATA 1TB, color azul. Ideal para oficina.",Samsung,Ultra 9023,Azul,Metal,246,19x32x14 cm,12,Profesional,"SATA, 1TB"
RAM0033,Ram ADATA Lite 6403,ram,49000,15,"ram ADATA RGB DDR5, color blanco. Ideal para profesional.",ADATA,Lite 6403,Blanco,PCB,2977,9x26x5 cm,24,Gaming,"RGB, DDR5"
GPU0033,Placa de video ASUS One 2575,placa de video,1754500,39,"placa de video ASUS RX 7600 8GB GDDR6, color gris. Ideal para hogar.",ASUS,One 2575,Gris,Metal y plastico,1280,47x24x21 cm,24,Profesional,"RX 7600, 8GB GDDR6"
FUE0033,Fuente Corsair Plus 8279,fuente,46000,10,"fuente Corsair 850W 650W, color rojo. Ideal para oficina.",Corsair,Plus 8279,Rojo,Metal,2673,14x29x16 cm,36,Gaming,"850W, 650W"
GAB0033,Gabinete Cooler Master One 7103,gabinete,229500,9,"gabinete Cooler Master Micro ATX ATX, color azul. Ideal para hogar.",Cooler Master,One 7103,Azul,Acero y vidrio,2938,25x36x15 cm,36,Streaming,"Micro ATX, ATX"
CPU0033,Procesador AMD One 5563,procesador,1028000,36,"procesador AMD Ryzen 7 LGA1700, color gris. Ideal para estudio.",AMD,One 5563,Gris,Silicio,4085,39x39x28 cm,12,Hogar,"Ryzen 7, LGA1700"
MBO0033,Motherboard ASUS One 7011,motherboard,366500,0,"motherboard ASUS ATX B650, color rosa. Ideal para gaming.",ASUS,One 7011,Rosa,PCB,3018,40x35x6 cm,6,Gaming,"ATX, B650"
COO0033,Cooler Noctua X 2383,cooler,244000,36,"cooler Noctua RGB liquida 240mm, color azul. Ideal para hogar.",Noctua,X 2383,Azul,Aluminio y cobre,2036,18x19x3 cm,12,Gaming,"RGB, liquida 240mm"
NOT0033,Notebook HP S 531,notebook,1144500,0,"notebook HP pantalla 15.6 Core i5, color grafito. Ideal para estudio.",HP,S 531,Grafito,Aluminio,7180,15x6x6 cm,24,Oficina,"pantalla 15.6, Core i5"
TAB0033,Tablet Samsung Lite 1362,tablet,357000,12,"tablet Samsung con lapiz WiFi, color negro. Ideal para oficina.",Samsung,Lite 1362,Negro,Aluminio,6178,38x24x17 cm,36,Streaming,"con lapiz, WiFi"
PEN0033,Pendrive SanDisk Gamer 316,pendrive,12000,3,"pendrive SanDisk 32GB 64GB, color azul. Ideal para oficina.",SanDisk,Gamer 316,Azul,Metal,4172,15x5x14 cm,36,Streaming,"32GB, 64GB"
ROU0033,Router Mercusys Series 4327,router,71000,18,"router Mercusys doble banda mesh, color azul. Ideal para estudio.",Mercusys,Series 4327,Azul,Plastico,3142,13x18x14 cm,6,Oficina,"doble banda, mesh"
IMP0033,Impresora HP Max 9263,impresora,478500,26,"impresora HP laser color, color blanco. Ideal para oficina.",HP,Max 9263,Blanco,Plastico,497,56x28x22 cm,36,Oficina,"laser, color"
CAR0033,Cargador Baseus Ultra 1810,cargador,10000,16,"cargador Baseus 65W 2 puertos, color blanco. Ideal para estudio.",Baseus,Ultra 1810,Blanco,Plastico,922,9x18x21 cm,6,Profesional,"65W, 2 puertos"
MOU0034,Mouse Razer Series 3405,mouse,30500,37,"mouse Razer con cable ergonomico, color negro. Ideal para estudio.",Razer,Series 3405,Negro,Plastico ABS,6523,35x7x3 cm,24,Gaming,"con cable, ergonomico"
TEC0034,Teclado HyperX Pro 5943,teclado,177000,26,"teclado HyperX layout español inalambrico, color azul. Ideal para oficina.",HyperX,Pro 5943,Azul,Aluminio,5806,48x11x12 cm,36,Streaming,"layout español, inalambrico"
MON0034,Monitor Gigabyte Ultra 8327,monitor,550500,31,"monitor Gigabyte IPS HDMI, color gris. Ideal para gaming.",Gigabyte,Ultra 8327,Gris,Plastico y metal,2426,15x14x23 cm,36,Gaming,"IPS, HDMI"
AUR0034,Auriculares Redragon Ultra 3894,auriculares,109500,33,"auriculares Redragon cancelacion de ruido surround 7.1, color rosa. Ideal para streaming.",Redragon,Ultra 3894,Rosa,Plastico y cuero sintetico,5036,46x38x26 cm,24,Hogar,"cancelacion de ruido, surround 7.1"
SIL0034,Silla Cougar X 4865,silla,212000,25,"silla Cougar malla apoyabrazos 4D, color rojo. Ideal para estudio.",Cougar,X 4865,Rojo,Ecocuero y metal,5021,9x14x20 cm,36,Gaming,"malla, apoyabrazos 4D"
WEB0034,Webcam Logitech Max 5171,webcam,154000,21,"webcam Logitech microfono integrado Full HD 1080p, color blanco. Ideal para profesional.",Logitech,Max 5171,Blanco,Plastico,1372,9x22x20 cm,24,Profesional,"microfono integrado, Full HD 1080p"
MIC0034,Microfono HyperX Ultra 3035,microfono,169000,29,"microfono HyperX cardioide para streaming, color plata. Ideal para oficina.",HyperX,Ultra 3035,Plata,Metal,7749,12x36x3 cm,24,Profesional,"cardioide, para streaming"
PAR0034,Parlante Genius S 2213,parlante,347500,21,"parlante Genius 2.1 estereo, color plata. Ideal para streaming.",Genius,S 2213,Plata,Madera y plastico,3434,37x33x10 cm,6,Estudio,"2.1, estereo"
SSD0034,Ssd Samsung Go 4111,ssd,80000,19,"ssd Samsung M.2 lectura 3500MB/s, color negro. Ideal para estudio.",Samsung,Go 4111,Negro,Metal,3320,59x9x9 cm,36,Hogar,"M.2, lectura 3500MB/s"
RAM0034,Ram Kingston X 7732,ram,42500,12,"ram Kingston RGB DDR4, color plata. Ideal para hogar.",Kingston,X 7732,Plata,PCB,6343,32x17x14 cm,24,Gaming,"RGB, DDR4"
GPU0034,Placa de video MSI X 8067,placa de video,2347500,8,"placa de video MSI 12GB ray tracing, color rosa. Ideal para gaming.",MSI,X 8067,Rosa,Metal y plastico,4515,14x35x6 cm,12,Profesional,"12GB, ray tracing"
FUE0034,Fuente Corsair One 6330,fuente,293000,0,"fuente Corsair 850W 80 Plus Bronze, color negro. Ideal para gaming.",Corsair,One 6330,Negro,Metal,7854,53x32x10 cm,24,Streaming,"850W, 80 Plus Bronze"
GAB0034,Gabinete NZXT Ultra 2422,gabinete,103000,20,"gabinete NZXT vidrio templado RGB, color blanco. Ideal para hogar.",NZXT,Ultra 2422,Blanco,Acero y vidrio,7187,31x38x8 cm,24,Oficina,"vidrio templado, RGB"
CPU0034,Procesador Intel Ultra 7121,procesador,566500,23,"procesador Intel 6 nucleos Core i7, color rojo. Ideal para hogar.",Intel,Ultra 7121,Rojo,Silicio,3945,39x15x24 cm,36,Profesional,"6 nucleos, Core i7"
MBO0034,Motherboard ASRock Pro 9289,motherboard,726500,40,"motherboard ASRock B650 ATX, color rosa. Ideal para streaming.",ASRock,Pro 9289,Rosa,PCB,6796,51x25x2 cm,12,Hogar,"B650, ATX"
COO0034,Cooler Cooler Master Gamer 5284,cooler,161500,1,"cooler Cooler Master RGB liquida 360mm, color blanco. Ideal para oficina.",Cooler Master,Gamer 5284,Blanco,Aluminio y cobre,5246,33x11x3 cm,12,Streaming,"RGB, liquida 360mm"
NOT0034,Notebook HP S 9047,notebook,2160000,14,"notebook HP 14 pulgadas Ryzen 7, color gris. Ideal para streaming.",HP,S 9047,Gris,Aluminio,4775,5x28x28 cm,24,Gaming,"14 pulgadas, Ryzen 7"
TAB0034,Tablet Lenovo Plus 8326,tablet,634000,27,"tablet Lenovo WiFi con lapiz, color blanco. Ideal para estudio.",Lenovo,Plus 8326,Blanco,Aluminio,3538,38x26x5 cm,12,Hogar,"WiFi, con lapiz"
